LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IDN,STINT,TOT,PC_PA,M,2019-04,7.21,
IDN,STINT,TOT,PC_PA,M,2019-05,7.24,
IDN,STINT,TOT,PC_PA,M,2019-06,7.11,
IDN,STINT,TOT,PC_PA,M,2019-07,6.64,
IDN,STINT,TOT,PC_PA,M,2019-08,6.29,
IDN,STINT,TOT,PC_PA,M,2019-09,6.04,
IDN,STINT,TOT,PC_PA,M,2019-10,5.74,
IDN,STINT,TOT,PC_PA,M,2019-11,5.5,
IDN,STINT,TOT,PC_PA,M,2019-12,5.5,
IDN,STINT,TOT,PC_PA,M,2020-01,5.47,
IDN,STINT,TOT,PC_PA,M,2020-02,5.33,
IDN,STINT,TOT,PC_PA,M,2020-03,5.02,
IDN,STINT,TOT,PC_PA,M,2020-04,4.9,
IDN,STINT,TOT,PC_PA,M,2020-05,4.9,
IDN,STINT,TOT,PC_PA,M,2020-06,4.81,
IDN,STINT,TOT,PC_PA,M,2020-07,4.53,
IDN,STINT,TOT,PC_PA,M,2020-08,4.34,
IDN,STINT,TOT,PC_PA,M,2020-09,4.31,
IDN,STINT,TOT,PC_PA,M,2020-10,4.3,
IDN,STINT,TOT,PC_PA,M,2020-11,4.22,
